Name,Appearance,Homeworld,Species,Gender,Affiliation,Alliance,File_Name
Meena Tills,[3],['Mon Cala'],['Mon Calamari'],['Female'],"['Galactic Republic', 'Delegation of 2,000']",Good,Meena Tills
Arca Yroca,[8],[],['Human'],['Male'],['Sturg Ganna'],,Arca Yroca
Clemitt Polus,[9],['Drophun III'],['Human'],['Male'],"['Resistance', 'Resistance Starfighter Corps']",Good,Clemitt Polus
Urcos Furdam,[9],[],['Human (Alderaanian)'],['Male'],"['Resistance', 'Exegol air team']",Good,Urcos Furdam
Interrogator droid,[7],[],[],[],[],,Interrogator droid
Yoda,"[1, 2, 3, 5, 6, 7, 8, 9]","[""Yoda's homeworld""]","[""Yoda's species""]",['Male'],"['Jedi Order', 'Jedi High Council', 'Galactic Republic', 'Grand Army of the Republic']",Jedi,Yoda
Lampay Fay,[3],[],"[""Pau'an""]",[],['Utapaun Committee'],,Lampay Fay
Cin Drallig,[3],['Lavisar'],['Human'],['Male'],['Jedi Order'],Jedi,Cin Drallig
R4-M9,[4],[],['Droid'],[],['Galactic Empire'],,R4-M9
Biggs Darklighter,[4],['Tatooine'],['Human'],['Male'],"['Galactic Empire', 'Prefsbelt Fleet Camp', 'Alliance to Restore the Republic', 'Red Squadron']",Good,Biggs Darklighter
Grakchawwaa,[3],[],['Wookiee'],['Male'],[],,Grakchawwaa
GTAW-74,[7],[],['Droid'],['Masculine programming'],[],,GTAW-74
Oakie Dokes,[2],[],['Swokes Swokes'],[],[],,Oakie Dokes
CS-9147,[9],['Otomok system'],['Human'],[],"['First Order', 'Stormtrooper Corps']",Evil,CS-9147
Daxo Ecloss,[8],[],['Human'],['Male'],[],,Daxo Ecloss
Qui-Gon Jinn,"[1, 2, 3, 9]",['Coruscant'],['Human (Coruscanti)'],['Male'],"['Jedi Order', 'Heliost Clan', 'Galactic Republic', 'Numidian Prime strike team']",Jedi,Qui-Gon Jinn
Dineé Ellberger,[1],[],['Human'],['Female'],"['Royal House of Naboo', 'Bravo Flight']",,Dineé Ellberger
Jempa,[2],[],['Whiphid'],[],"['Jedi Order', 'Bear Clan']",Jedi,Jempa
Zabmon Roro,[9],[],['Human'],['Male'],[],,Zabmon Roro
Ruhau-whale,[3],[],[],[],[],,Ruhau-whale
Waks Burr,[2],[],['Ishi Tib'],[],[],,Waks Burr
Jeremoch Colton,[3],[],['Human'],['Male'],"['Galactic Republic', 'House of Organa']",Good,Jeremoch Colton
Theomet Danlé,[2],[],['Human'],['Male'],"['Royal House of Naboo', 'Royal Naboo Security Forces']",,Theomet Danlé
Unidentified clone trooper (First Battle of Geonosis),[2],['Kamino'],['Human (clone)'],['Male'],"['Galactic Republic', 'Grand Army of the Republic']",Good,Unidentified clone trooper (First Battle of Geonosis)
Onaconda Farr,"[1, 2]",['Rodia'],['Rodian'],['Male'],"['Galactic Republic', 'Council of Neutral Systems', 'Confederacy of Independent Systems (briefly)']",Good,Onaconda Farr
Nabrun Leids,[4],[],['Morseerian'],['Male'],[],,Nabrun Leids
Tabala Zo,"[7, 9]",[],['Human'],['Female'],['Resistance'],Good,Tabala Zo
Carlist Rieekan,[5],['Alderaan'],['Human (Alderaanian)'],['Male'],"['Galactic Republic', 'Republic Military', 'Alliance to Restore the Republic', 'Alliance High Command', 'New Republic', 'New Republic army', 'Resistance']",Good,Carlist Rieekan
Dak Ralter,[5],['Kalist VI'],['Human'],['Male'],"['Alliance to Restore the Republic', 'Rogue Squadron']",Good,Dak Ralter
Scalefish,[1],[],[],[],[],,Scalefish
Tommet Sozach,[9],[],['Ginmid'],['Male'],[],,Tommet Sozach
V8-R,[7],[],['Droid'],['Masculine programming'],"['Resistance', 'Resistance Starfighter Corps']",Good,V8-R
Unidentified male Resistance soldier,[8],[],['Human'],['Male'],"['Resistance', 'Resistance army']",Good,Unidentified male Resistance soldier
Edon Kappehl,[8],[],['Human'],['Male'],"['Resistance', 'Crimson Squadron']",Good,Edon Kappehl
Terr Taneel,[3],['Neelanon'],['Human'],['Female'],"['Galactic Republic', 'Delegation of 2,000']",Good,Terr Taneel
Ekelarc Yong,[6],[],['Human'],['Male'],"['Alliance to Restore the Republic', 'Gray Squadron']",Good,Ekelarc Yong
Kalyn Farnmir,[2],[],['Human'],['Female'],[],,Kalyn Farnmir
Lutin Hollis,[1],[],['Human'],['Male'],"['Royal Naboo Security Forces', 'Bravo Squadron']",,Lutin Hollis
Horton Salm,[6],[],['Human'],['Male'],"['Alliance to Restore the Republic', 'Gray Squadron']",Good,Horton Salm
RP-G0,[7],[],['Droid'],[],['Resistance'],Good,RP-G0
AD-4M,[9],[],['Droid'],[],['Resistance'],Good,AD-4M
Que-Mars Redath-Gom,[2],[],['Weequay'],['Male'],"['Jedi Order', 'Jedi assault team', 'Galactic Republic']",Jedi,Que-Mars Redath-Gom
Lana Dobreed,[1],[],['Human'],['Male'],[],,Lana Dobreed
Unidentified female Resistance monitor,[8],[],['Human'],['Female'],['Resistance'],Good,Unidentified female Resistance monitor
Sy-O,[5],['Hoth asteroid belt (adopted)'],['Exogorth'],[],[],,Sy-O
IG-101,[3],[],[],[],['Confederacy of Independent Systems'],,IG-101
Horox Ryyder,"[1, 3]",['Gravlex Med'],['Anx'],['Male'],"['Galactic Republic', 'Galactic Senate']",Good,Horox Ryyder
A'Vor,[4],['Tatooine'],['Tusken Raider'],['Male'],"[""A'Yark's tribe""]",,A'Vor
Mynock,[5],['Ord Mynock'],[],[],[],,Mynock
Dengar,"[5, 6]",['Corellia'],['Human (Corellian)'],['Male'],"[""Krayt's Claw"", 'Hutt Clan', ""Jabba Desilijic Tiure's criminal empire"", 'Galactic Empire', ""Jas Emari's crew""]",,Dengar
M'iiyoom Onith,[4],[],"[""H'nemthe""]",['Female'],[],,M'iiyoom Onith
Garven Dreis,[4],['Virujansi'],['Human'],['Male'],"['Virujansi Rarified Air Cavalry', 'Alliance to Restore the Republic', 'Red Squadron']",Good,Garven Dreis
Faa,[1],['Naboo'],[],[],[],,Faa
Ten Numb,[6],['Sullust'],['Sullustan'],['Male'],"['Alliance to Restore the Republic', 'Blue Squadron']",Good,Ten Numb
FN-9330,[7],[],['Human'],['Male'],"['First Order', 'FN Corps']",Evil,FN-9330
Riva Rosetta,[8],[],['Human'],['Female'],"['Resistance', 'Resistance navy']",Good,Riva Rosetta
Gardulla Besadii the Elder,[1],['Nal Hutta'],['Hutt'],['Female'],['Hutt Clan'],,Gardulla Besadii the Elder
926,[8],[],['Human'],['Male'],"['First Order', 'Batch Eight', 'Stormtrooper Corps']",Evil,926
Seek,[1],['Tatooine'],['Human'],['Male'],[],,Seek
Finn,"[7, 8, 9]",[],['Human'],['Male'],"['First Order', 'Batch Eight', 'FN Corps', 'Resistance', '""Reb"" Squadron', 'Corellian Team One', 'Exegol landing team']",Mix,Finn
Gorg,"[1, 6, 9]",['Tatooine'],[],[],[],,Gorg
Puck Naeco,[4],['Tatooine'],['Human'],['Male'],"['Alliance to Restore the Republic', 'Green Squadron', 'Red Squadron']",Good,Puck Naeco
Cabbel,[5],[],['Human'],['Male'],"['Galactic Empire', 'Death Squadron', ""Imperial Navy's officer corps""]",,Cabbel
Zymod,[9],['Ajan Kloss'],[],[],[],,Zymod
Sidon Ithano,"[7, 9]",['Delphidian Cluster'],['Delphidian'],['Male'],"[""Sidon Ithano's crew"", 'Resistance', 'Exegol landing team']",Good,Sidon Ithano
Ashpo-Tess banking droid,[9],[],[],[],[],,Ashpo-Tess banking droid
Nudj,[5],[],[],[],[],,Nudj
Waks Trode,[3],[],['Ishi Tib'],[],[],,Waks Trode
R0-H2,[7],[],['Droid'],[],['Resistance'],Good,R0-H2
BB-8,"[7, 8, 9]",['Hosnian Prime'],['Droid'],['Masculine programming'],"['New Republic', 'Rapier Squadron', 'Resistance', 'Black Squadron', 'Exegol landing team']",Good,BB-8
Mace Windu,"[1, 2, 3, 9]",['Haruun Kal'],['Human'],['Male'],"['Jedi Order', 'Jedi High Council', 'Jedi assault team', ""Mace Windu's squad"", 'Galactic Republic', 'Grand Army of the Republic']",Jedi,Mace Windu
MSE series,"[7, 8, 9]",[],['Droid'],[],"['Galactic Republic', 'Haddrex Gang', 'Confederacy of Independent Systems', 'Galactic Empire', 'New Republic', 'First Order', 'Resistance']",Mix,MSE series
Bird,"[1, 2, 3, 6, 7, 8, 9]",[],[],[],[],,Bird
Bene,[3],[],['Human'],['Female'],['Jedi Order'],Jedi,Bene
Nevar,[5],[],[],[],"['Galactic Empire', 'Blizzard Force', 'Imperial Officer Corps']",,Nevar
Dar Wac,[2],[],['Rodian'],['Male'],"['Galactic Republic', 'Galactic Senate']",Good,Dar Wac
Murra (tauntaun),[5],['Hoth'],['Tauntaun'],['Female'],[],,Murra (tauntaun)
Sache Skareet,[7],[],['Human'],['Female'],"['Resistance', 'Resistance army']",Good,Sache Skareet
TD-787,[4],[],['Human'],['Male'],"['Galactic Empire', 'Foot Patrol 7']",,TD-787
Lexo Sooger,[8],['Askkto-Fen IV'],['Dor Namethian'],['Male'],"[""Zord's Spa and Bathhouse""]",,Lexo Sooger
Rigfu Urcolla,[8],[],['Bufopel'],['Male'],[],,Rigfu Urcolla
Rosser Weno,[7],[],['Human'],['Male'],[],,Rosser Weno
Evaan Verlaine,[4],['Alderaan'],['Human (Alderaanian)'],['Female'],"['House of Organa', 'Alliance to Restore the Republic', 'Gold Squadron', 'Starlight Squadron', 'New Republic', 'New Republic Defense Fleet']",Good,Evaan Verlaine
Zev Senesca,[5],['Kestic Station'],['Human'],['Male'],"['Alliance to Restore the Republic', 'Rogue Squadron']",Good,Zev Senesca
Amee,[1],['Tatooine'],['Human'],['Female'],[],,Amee
3PO-series protocol droid,"[7, 8, 9]",[],['Droid'],[],[],,3PO-series protocol droid
Gem Sirrom,[3],[],['Human'],['Female'],"['Galactic Republic', 'Galactic Senate']",Good,Gem Sirrom
Roos Tarpals,[1],['Naboo'],['Gungan (Otolla)'],['Male'],['Gungan Grand Army'],,Roos Tarpals
Billfish,[8],['Ahch-To'],[],[],[],,Billfish
Rappertunie,[6],['Manpha'],['Shawda Ubb'],['Male'],['Max Rebo Band'],,Rappertunie
Armitage Hux,"[7, 8, 9]",['Arkanis'],['Human'],['Male'],"['Hux family', 'Galactic Empire', ""Gallius Rax's child soldiers"", 'First Order', 'Supreme Council', 'Resistance (as a spy)']",Evil,Armitage Hux
A'Vor's twin,[4],['Tatooine'],['Tusken Raider'],['Male'],"[""A'Yark's tribe""]",,A'Vor's twin
Sand skitter,[6],[],[],[],[],,Sand skitter
Ray,[1],['Naboo'],[],[],[],,Ray
Wi'ba Tuyll,[7],[],['Human'],['Male'],[],,Wi'ba Tuyll
TK-7624,[4],[],['Human'],[],"['Galactic Empire', '501st Legion']",,TK-7624
Beedo,"[4, 6]",['Rodia'],['Rodian'],[],['Jabba Desilijic Tiure'],,Beedo
Hewex,[6],[],['Human'],['Male'],"['Galactic Empire', ""Imperial Navy's officer corps""]",,Hewex
Sabé,[1],['Naboo'],['Human (Naboo)'],['Female'],"['Theed Conservatory', 'Royal House of Naboo', 'Naboo Royal Handmaidens', 'Galactic Republic', 'Hazard Squadron', 'Amidalans', 'Crimson Dawn']",Good,Sabé
Tarrin,[5],[],[],[],"['Alliance to Restore the Republic', 'Rogue Squadron']",Good,Tarrin
Fly,[2],[],[],[],[],,Fly
Tikkes,"[1, 2, 3]",['Mon Cala'],['Quarren'],['Male'],"['Galactic Republic', 'Galactic Senate', 'Confederacy of Independent Systems', 'Executive Separatist Council', 'Quarren Isolation League']",Good,Tikkes
Graf Zapalo,"[1, 2]",['Naboo'],['Human (Naboo)'],['Male'],"['Galactic Republic', 'Royal House of Naboo', 'Naboo Royal Advisory Council']",Good,Graf Zapalo
FN-2003,[7],[],['Human'],['Male'],"['First Order', 'FN Corps']",Evil,FN-2003
CC-2224,[3],['Kamino'],['Human (clone)'],['Male'],"['Galactic Republic', '7th Sky Corps', 'Galactic Empire', '212th Attack Battalion']",Good,CC-2224
Hennet Kayn,[4],[],['Gotal'],[],[],,Hennet Kayn
Lega Fossang,[9],['Humbarine'],['Human'],['Female'],"['Resistance', 'Resistance Starfighter Corps']",Good,Lega Fossang
J'Rrosch,[7],[],['Worrt'],[],['Bobbajo'],,J'Rrosch
R2-B1,[1],[],['Droid'],[],['Royal Naboo Security Forces'],,R2-B1
Ront Byrnloo,[4],['Corellia'],['Human'],['Male'],"['Jabba Desilijic Tiure', '']",,Ront Byrnloo
Mett Habble,[2],[],['Human'],['Male'],"['Royal House of Naboo', 'Royal Naboo Security Forces']",,Mett Habble
Toryn Farr,[5],['Chandrila'],"['Human', ' (Chandrilan)']",['Female'],['Alliance to Restore the Republic'],Good,Toryn Farr
Sei Taria,[1],[],['Human'],['Female'],"['Galactic Republic', 'Office of the Chancellor']",Good,Sei Taria
CR978,[5],[],['Human'],['Male'],"['Galactic Empire', 'Death Squadron', 'Imperial Starfighter Corps']",,CR978
Nysad,[6],['Kintan'],"[""Kajain'sa'Nikto""]",['Male'],"[""Jabba Desilijic Tiure's criminal empire""]",,Nysad
Ben Quadinaros,[1],['Tund'],['Toong'],['Male'],[],,Ben Quadinaros
Peera Maso,[8],[],['Human'],['Female'],"['First Order', 'First Order military']",Evil,Peera Maso
Narglatch,[7],"['Naboo', 'Orto Plutonia']",[],[],[],,Narglatch
Jar Jar Binks,"[1, 2, 3]",['Naboo'],['Gungan (Otolla)'],['Male'],"['Gungan High Council', 'Officer corps', 'Galactic Republic', 'Naboo delegation', 'Galactic Empire', 'Imperial Senate']",Good,Jar Jar Binks
Kazuda Xiono,[9],['Hosnian Prime'],['Human'],['Male'],"['Xiono family', 'New Republic', 'Hosnian Prime flight academy', ""Kazuda Xiono's squadron"", 'Resistance', 'Team Colossus', 'Team Fireball', 'Ace Squadron', ""Citizens' Fleet""]",Good,Kazuda Xiono
Adi Gallia,"[1, 2, 9]",['Coruscant'],['Tholothian'],['Female'],"['Jedi Order', 'Jedi High Council', 'Galactic Republic', 'Grand Army of the Republic']",Jedi,Adi Gallia
Dillon,[8],[],[],[],['Galactic Empire'],,Dillon
Jabba's interpreter,[6],[],['Droid'],['Masculine programming'],"[""Jabba Desilijic Tiure's criminal empire""]",,Jabba's interpreter
Nizuc Bek,[6],[],['Human'],['Male'],[],,Nizuc Bek
Third Guard,[8],[],['Human'],[],"['First Order', 'Elite Praetorian Guard']",Evil,Third Guard
Odin Nesloor,[1],[],['Human'],['Male'],[],,Odin Nesloor
JA189,[5],[],['Human'],[],"['Galactic Empire', 'Death Squadron', 'Imperial Starfighter Corps']",,JA189
R0-4L0,[7],[],['Droid'],[],['Resistance'],Good,R0-4L0
Penrie,[5],['Lothal'],['Human (Lothalite)'],['Male'],"['Galactic Empire', 'Death Squadron', 'Imperial Starfighter Corps']",,Penrie
Ponda Baba,[4],['Ando'],['Aqualish'],['Male'],"[""Jabba Desilijic Tiure's criminal empire""]",,Ponda Baba
R1-G4,[4],[],['Droid'],[],[],,R1-G4
Duck,[1],[],[],[],[],,Duck
Armitage Hux's First Order monitor,[8],[],['Human'],['Female'],"['First Order', 'First Order military']",Evil,Armitage Hux's First Order monitor
CC-1119,[3],['Kamino'],['Human (clone)'],['Male'],"['Galactic Republic', '501st Legion']",Good,CC-1119
Bewil,[5],[],['Human'],['Male'],"['Galactic Empire', 'Imperial Officer Corps']",,Bewil
Tiaan Jerjerrod,"[5, 6]",['Tinnel IV'],['Human'],['Male'],"['Taung & Zhell Society', 'Corellian Engineering Corporation', ""Emperor's Boosters"", 'Keep the Core Secure', 'Galactic Empire', 'Imperial Navy', 'Joint Chiefs', 'Commission for the Preservation of the New Order', 'Imperial Officer Corps']",,Tiaan Jerjerrod
Watto,"[1, 2]",['Toydaria'],['Toydarian'],['Male'],"[""Watto's junkshop""]",,Watto
Ak-rev,[6],['Sriluur'],['Weequay'],['Male'],"['Max Rebo Band', ""Jabba Desilijic Tiure's criminal empire""]",,Ak-rev
R2-L3,[2],[],['Droid'],[],[],,R2-L3
Maul,[1],['Dathomir'],"['Zabrak', ' (Dathomirian)']",['Male'],"['Sith', 'Trade Federation', 'Shadow Collective', 'Death Watch', 'Crimson Dawn']",Sith,Maul
Phasma,"[7, 8]",['Parnassos'],['Human'],['Female'],"['First Order', 'First Order military']",Evil,Phasma
Landonis Balthazar Calrissian's daughter,[9],[],[],['Female'],['Calrissian family'],,Landonis Balthazar Calrissian's daughter
Pommet Warrick,[9],[],['Ewok'],['Male'],['Warrick family'],,Pommet Warrick
Jocasta Nu,[2],['Coruscant'],"['Human', ' (Coruscanti)']",['Female'],"['Jedi Order', 'Jedi High Council', 'Galactic Republic']",Jedi,Jocasta Nu
L4E-R5,[9],[],['Droid'],[],"['Resistance', 'Resistance Starfighter Corps']",Good,L4E-R5
Rogwa Wodrata,[2],[],['Holwuff'],[],"['Confederacy of Independent Systems', 'Galactic Republic']",Good,Rogwa Wodrata
TS-4068,[5],[],['Human'],['Male'],"['Galactic Empire', 'Blizzard Force']",,TS-4068
Shaak,"[1, 2]",['Naboo'],[],[],[],,Shaak
R4-F5,[3],[],['Droid'],[],['Jedi Order'],Good,R4-F5
Bidlo Kwerve,[6],[],[],[],"[""Jabba Desilijic Tiure's criminal empire""]",,Bidlo Kwerve
Ianad Cisma,[1],[],['Sy Myrthian'],['Male'],"['Galactic Republic', 'Galactic Senate']",Good,Ianad Cisma
J. K. Burtola,[2],[],['Human'],['Male'],"['Jedi Order', 'Bear Clan']",Jedi,J. K. Burtola
Bee,[2],['Naboo'],[],[],[],,Bee
PZ-4CO,"[7, 8]",[],['Droid'],['Feminine programming'],['Resistance'],Good,PZ-4CO
Padmé Amidala,"[1, 2, 3, 6]",['Naboo'],['Human (Naboo)'],['Female'],"['Naberrie family', 'Refugee Relief Movement', 'Apprentice Legislature', 'Legislative Youth Program', 'Royal House of Naboo', 'Galactic Republic', 'Naboo delegation', 'Loyalist Committee', 'Delegation of 2,000', 'Skywalker family', 'Galactic Empire', 'Imperial Senate']",Good,Padmé Amidala
Galle,[3],['Kamino'],['Human (clone)'],['Male'],"['Galactic Republic', '327th Star Corps']",Good,Galle
Versé,[2],['Naboo'],['Human (Naboo)'],['Female'],"['Royal House of Naboo', 'Naboo Royal Handmaidens', 'Galactic Republic']",Good,Versé
Eel,[1],[],[],[],[],,Eel
Kuruk,"[7, 9]",[],['Humanoid'],['Male'],"['Knights of Ren', 'First Order']",Evil,Kuruk
Sarco Plank,[7],['Li-Toran'],['Melitto'],['Male'],[],,Sarco Plank
Dered Karno,[9],[],['Sentient species'],[],['Sith Eternal'],,Dered Karno
Renk Narviz,[9],[],['Human'],['Male'],"['Resistance', 'Resistance Starfighter Corps']",Good,Renk Narviz
Dune zaywar,"[7, 9]",[],[],[],[],,Dune zaywar
Unidentified female Jakku villager,[7],[],['Human'],['Female'],['Church of the Force'],,Unidentified female Jakku villager
R2-A3,[4],[],['Droid'],[],"['Alliance to Restore the Republic', 'Red Squadron']",Good,R2-A3
Crokind Shand,[7],['Nar Kanji'],['Human'],['Male'],['Kanjiklub'],,Crokind Shand
Jo-Dapshi Gorobunn,[9],['Pasaana'],['Aki-Aki'],['Male'],[],,Jo-Dapshi Gorobunn
Goneril,[8],[],['Human'],['Female'],"['First Order', 'First Order Navy']",Evil,Goneril
Ralo Surrel,[4],[],['Human'],['Male'],"['Alliance to Restore the Republic', 'Red Squadron']",Good,Ralo Surrel
Chase Wilsorr,[5],['Takodana'],['Human'],['Male'],"['Alliance to Restore the Republic', 'Rebel Alliance Corps of Engineers']",Good,Chase Wilsorr
Gandris Dyun,[9],[],['Human'],['Male'],"['Resistance', 'Exegol landing team']",Good,Gandris Dyun
